Pavardė        Vardas        Galutinis (Med.)    
Pavarde2012    Vardas2012     3.40
Pavarde6024    Vardas6024     3.40
Pavarde284     Vardas284      3.40
Pavarde5127    Vardas5127     3.40
Pavarde7480    Vardas7480     3.40
Pavarde81      Vardas81       3.40
Pavarde2171    Vardas2171     3.40
Pavarde9843    Vardas9843     3.40
Pavarde9763    Vardas9763     3.40
Pavarde2061    Vardas2061     3.40
Pavarde9972    Vardas9972     3.40
Pavarde5205    Vardas5205     3.40
Pavarde2718    Vardas2718     3.40
Pavarde57      Vardas57       3.40
Pavarde1330    Vardas1330     3.40
Pavarde1587    Vardas1587     3.40
Pavarde6357    Vardas6357     3.40
Pavarde6222    Vardas6222     3.40
Pavarde5175    Vardas5175     3.40
Pavarde9831    Vardas9831     3.40
Pavarde71      Vardas71       3.40
Pavarde4631    Vardas4631     3.40
Pavarde1872    Vardas1872     3.40
Pavarde7016    Vardas7016     3.40
Pavarde6522    Vardas6522     3.40
Pavarde6030    Vardas6030     3.40
Pavarde5764    Vardas5764     3.40
Pavarde5075    Vardas5075     3.40
Pavarde5477    Vardas5477     3.40
Pavarde7019    Vardas7019     3.40
Pavarde6611    Vardas6611     3.40
Pavarde2600    Vardas2600     3.40
Pavarde1569    Vardas1569     3.40
Pavarde4764    Vardas4764     3.40
Pavarde9732    Vardas9732     3.40
Pavarde6496    Vardas6496     3.40
Pavarde1189    Vardas1189     3.40
Pavarde8934    Vardas8934     3.40
Pavarde7745    Vardas7745     3.40
Pavarde3704    Vardas3704     3.40
Pavarde7700    Vardas7700     3.40
Pavarde304     Vardas304      3.40
Pavarde3590    Vardas3590     3.40
Pavarde9658    Vardas9658     3.40
Pavarde5195    Vardas5195     3.40
Pavarde1806    Vardas1806     3.40
Pavarde9550    Vardas9550     3.40
Pavarde5419    Vardas5419     3.40
Pavarde9750    Vardas9750     3.40
Pavarde9177    Vardas9177     3.40
Pavarde2759    Vardas2759     3.40
Pavarde9176    Vardas9176     3.40
Pavarde9863    Vardas9863     3.40
Pavarde2017    Vardas2017     3.40
Pavarde8422    Vardas8422     3.40
Pavarde4671    Vardas4671     3.40
Pavarde5726    Vardas5726     3.40
Pavarde533     Vardas533      3.40
Pavarde922     Vardas922      3.40
Pavarde1248    Vardas1248     3.40
Pavarde8887    Vardas8887     3.40
Pavarde9736    Vardas9736     3.40
Pavarde8528    Vardas8528     3.40
Pavarde4776    Vardas4776     3.40
Pavarde3969    Vardas3969     3.40
Pavarde3391    Vardas3391     3.40
Pavarde3015    Vardas3015     3.40
Pavarde990     Vardas990      3.40
Pavarde5671    Vardas5671     3.40
Pavarde2796    Vardas2796     3.40
Pavarde6463    Vardas6463     3.40
Pavarde8313    Vardas8313     3.40
Pavarde2818    Vardas2818     3.40
Pavarde7543    Vardas7543     3.40
Pavarde5679    Vardas5679     3.40
Pavarde2107    Vardas2107     3.40
Pavarde9624    Vardas9624     3.40
Pavarde1670    Vardas1670     3.40
Pavarde2885    Vardas2885     3.40
Pavarde8132    Vardas8132     3.40
Pavarde7964    Vardas7964     3.40
Pavarde8486    Vardas8486     3.40
Pavarde8480    Vardas8480     3.40
Pavarde6475    Vardas6475     3.40
Pavarde1522    Vardas1522     3.40
Pavarde4069    Vardas4069     3.40
Pavarde5064    Vardas5064     3.40
Pavarde3856    Vardas3856     3.40
Pavarde5222    Vardas5222     3.40
Pavarde2500    Vardas2500     3.40
Pavarde4740    Vardas4740     3.40
Pavarde427     Vardas427      3.40
Pavarde7772    Vardas7772     3.40
Pavarde7995    Vardas7995     3.40
Pavarde9445    Vardas9445     3.40
Pavarde7839    Vardas7839     3.40
Pavarde9696    Vardas9696     3.40
Pavarde8988    Vardas8988     3.40
Pavarde9534    Vardas9534     3.40
Pavarde9026    Vardas9026     3.40
Pavarde4626    Vardas4626     3.40
Pavarde6957    Vardas6957     3.40
Pavarde1371    Vardas1371     3.40
Pavarde1940    Vardas1940     3.40
Pavarde5507    Vardas5507     3.40
Pavarde5500    Vardas5500     3.40
Pavarde8005    Vardas8005     3.40
Pavarde6553    Vardas6553     3.40
Pavarde1924    Vardas1924     3.40
Pavarde1399    Vardas1399     3.40
Pavarde8661    Vardas8661     3.40
Pavarde1086    Vardas1086     3.40
Pavarde8665    Vardas8665     3.40
Pavarde9265    Vardas9265     3.40
Pavarde7981    Vardas7981     3.40
Pavarde8655    Vardas8655     3.40
Pavarde9711    Vardas9711     3.40
Pavarde9469    Vardas9469     3.40
Pavarde5498    Vardas5498     3.40
Pavarde2137    Vardas2137     3.40
Pavarde2934    Vardas2934     3.40
Pavarde6967    Vardas6967     3.40
Pavarde4984    Vardas4984     3.40
Pavarde3241    Vardas3241     3.40
Pavarde1358    Vardas1358     3.40
Pavarde9238    Vardas9238     3.40
Pavarde6382    Vardas6382     3.40
Pavarde5888    Vardas5888     3.40
Pavarde5656    Vardas5656     3.40
Pavarde3187    Vardas3187     3.40
Pavarde8613    Vardas8613     3.40
Pavarde848     Vardas848      3.40
Pavarde6315    Vardas6315     3.40
Pavarde3955    Vardas3955     3.40
Pavarde2496    Vardas2496     3.40
Pavarde9047    Vardas9047     3.40
Pavarde9377    Vardas9377     3.40
Pavarde6492    Vardas6492     3.40
Pavarde7391    Vardas7391     3.60
Pavarde9821    Vardas9821     3.60
Pavarde8043    Vardas8043     3.60
Pavarde9781    Vardas9781     3.60
Pavarde8512    Vardas8512     3.60
Pavarde9239    Vardas9239     3.60
Pavarde6290    Vardas6290     3.60
Pavarde4032    Vardas4032     3.60
Pavarde6926    Vardas6926     3.60
Pavarde7105    Vardas7105     3.60
Pavarde689     Vardas689      3.60
Pavarde3584    Vardas3584     3.60
Pavarde7037    Vardas7037     3.60
Pavarde5148    Vardas5148     3.60
Pavarde6324    Vardas6324     3.60
Pavarde757     Vardas757      3.60
Pavarde6898    Vardas6898     3.60
Pavarde9959    Vardas9959     3.60
Pavarde1871    Vardas1871     3.60
Pavarde4128    Vardas4128     3.60
Pavarde4357    Vardas4357     3.60
Pavarde1146    Vardas1146     3.60
Pavarde7632    Vardas7632     3.60
Pavarde5186    Vardas5186     3.60
Pavarde3126    Vardas3126     3.60
Pavarde6778    Vardas6778     3.60
Pavarde3581    Vardas3581     3.60
Pavarde6270    Vardas6270     3.60
Pavarde8620    Vardas8620     3.60
Pavarde4770    Vardas4770     3.60
Pavarde4001    Vardas4001     3.60
Pavarde7094    Vardas7094     3.60
Pavarde843     Vardas843      3.60
Pavarde5862    Vardas5862     3.60
Pavarde9129    Vardas9129     3.60
Pavarde302     Vardas302      3.60
Pavarde2541    Vardas2541     3.60
Pavarde8439    Vardas8439     3.60
Pavarde1289    Vardas1289     3.60
Pavarde9748    Vardas9748     3.60
Pavarde6937    Vardas6937     3.60
Pavarde3930    Vardas3930     3.60
Pavarde7404    Vardas7404     3.60
Pavarde8737    Vardas8737     3.60
Pavarde879     Vardas879      3.60
Pavarde521     Vardas521      3.60
Pavarde8050    Vardas8050     3.60
Pavarde2619    Vardas2619     3.60
Pavarde4725    Vardas4725     3.60
Pavarde1238    Vardas1238     3.60
Pavarde5792    Vardas5792     3.60
Pavarde5355    Vardas5355     3.60
Pavarde2296    Vardas2296     3.60
Pavarde2754    Vardas2754     3.60
Pavarde8217    Vardas8217     3.60
Pavarde8138    Vardas8138     3.60
Pavarde7697    Vardas7697     3.60
Pavarde6426    Vardas6426     3.60
Pavarde6535    Vardas6535     3.60
Pavarde5356    Vardas5356     3.60
Pavarde8370    Vardas8370     3.60
Pavarde7090    Vardas7090     3.60
Pavarde5904    Vardas5904     3.60
Pavarde2080    Vardas2080     3.60
Pavarde9344    Vardas9344     3.60
Pavarde2030    Vardas2030     3.60
Pavarde2872    Vardas2872     3.60
Pavarde2589    Vardas2589     3.60
Pavarde7876    Vardas7876     3.60
Pavarde5796    Vardas5796     3.60
Pavarde6304    Vardas6304     3.60
Pavarde429     Vardas429      3.60
Pavarde1936    Vardas1936     3.60
Pavarde6152    Vardas6152     3.60
Pavarde9536    Vardas9536     3.60
Pavarde1779    Vardas1779     3.60
Pavarde1951    Vardas1951     3.60
Pavarde7449    Vardas7449     3.60
Pavarde7796    Vardas7796     3.60
Pavarde2875    Vardas2875     3.60
Pavarde67      Vardas67       3.60
Pavarde7861    Vardas7861     3.60
Pavarde122     Vardas122      3.60
Pavarde7439    Vardas7439     3.60
Pavarde1894    Vardas1894     3.60
Pavarde3852    Vardas3852     3.60
Pavarde5806    Vardas5806     3.60
Pavarde4876    Vardas4876     3.60
Pavarde7159    Vardas7159     3.60
Pavarde9906    Vardas9906     3.60
Pavarde8254    Vardas8254     3.60
Pavarde8103    Vardas8103     3.60
Pavarde869     Vardas869      3.60
Pavarde8109    Vardas8109     3.60
Pavarde7873    Vardas7873     3.60
Pavarde6141    Vardas6141     3.60
Pavarde7786    Vardas7786     3.60
Pavarde8119    Vardas8119     3.60
Pavarde4832    Vardas4832     3.60
Pavarde845     Vardas845      3.60
Pavarde733     Vardas733      3.60
Pavarde5350    Vardas5350     3.60
Pavarde5406    Vardas5406     3.60
Pavarde1881    Vardas1881     3.60
Pavarde6380    Vardas6380     3.60
Pavarde7205    Vardas7205     3.60
Pavarde8274    Vardas8274     3.60
Pavarde1869    Vardas1869     3.60
Pavarde878     Vardas878      3.60
Pavarde4371    Vardas4371     3.60
Pavarde786     Vardas786      3.60
Pavarde8181    Vardas8181     3.60
Pavarde2913    Vardas2913     3.60
Pavarde9524    Vardas9524     3.60
Pavarde9330    Vardas9330     3.60
Pavarde4362    Vardas4362     3.60
Pavarde7537    Vardas7537     3.60
Pavarde2426    Vardas2426     3.60
Pavarde4957    Vardas4957     3.60
Pavarde5816    Vardas5816     3.60
Pavarde9543    Vardas9543     3.60
Pavarde4187    Vardas4187     3.60
Pavarde8114    Vardas8114     3.60
Pavarde797     Vardas797      3.60
Pavarde8330    Vardas8330     3.60
Pavarde8094    Vardas8094     3.60
Pavarde133     Vardas133      3.60
Pavarde2068    Vardas2068     3.60
Pavarde4364    Vardas4364     3.60
Pavarde8345    Vardas8345     3.60
Pavarde5417    Vardas5417     3.60
Pavarde7208    Vardas7208     3.60
Pavarde4356    Vardas4356     3.60
Pavarde2041    Vardas2041     3.60
Pavarde3471    Vardas3471     3.60
Pavarde8117    Vardas8117     3.60
Pavarde2364    Vardas2364     3.60
Pavarde7711    Vardas7711     3.60
Pavarde7127    Vardas7127     3.60
Pavarde7190    Vardas7190     3.60
Pavarde4186    Vardas4186     3.60
Pavarde8239    Vardas8239     3.60
Pavarde3579    Vardas3579     3.60
Pavarde5797    Vardas5797     3.60
Pavarde9894    Vardas9894     3.60
Pavarde7486    Vardas7486     3.60
Pavarde752     Vardas752      3.60
Pavarde9200    Vardas9200     3.60
Pavarde9530    Vardas9530     3.60
Pavarde5815    Vardas5815     3.60
Pavarde4602    Vardas4602     3.60
Pavarde4591    Vardas4591     3.60
Pavarde9465    Vardas9465     3.60
Pavarde589     Vardas589      3.60
Pavarde5859    Vardas5859     3.60
Pavarde7356    Vardas7356     3.60
Pavarde4337    Vardas4337     3.60
Pavarde1469    Vardas1469     3.60
Pavarde4935    Vardas4935     3.60
Pavarde8668    Vardas8668     3.60
Pavarde5059    Vardas5059     3.60
Pavarde9006    Vardas9006     3.60
Pavarde8000    Vardas8000     3.60
Pavarde9712    Vardas9712     3.60
Pavarde3358    Vardas3358     3.60
Pavarde6640    Vardas6640     3.60
Pavarde2342    Vardas2342     3.60
Pavarde5016    Vardas5016     3.60
Pavarde2699    Vardas2699     3.60
Pavarde7605    Vardas7605     3.60
Pavarde1116    Vardas1116     3.60
Pavarde6840    Vardas6840     3.60
Pavarde4933    Vardas4933     3.60
Pavarde5311    Vardas5311     3.60
Pavarde1123    Vardas1123     3.60
Pavarde5611    Vardas5611     3.60
Pavarde6841    Vardas6841     3.60
Pavarde1418    Vardas1418     3.60
Pavarde5485    Vardas5485     3.60
Pavarde2560    Vardas2560     3.60
Pavarde5857    Vardas5857     3.60
Pavarde1555    Vardas1555     3.60
Pavarde3372    Vardas3372     3.60
Pavarde8616    Vardas8616     3.60
Pavarde5303    Vardas5303     3.60
Pavarde9825    Vardas9825     3.60
Pavarde4568    Vardas4568     3.60
Pavarde2755    Vardas2755     3.60
Pavarde5290    Vardas5290     3.60
Pavarde7774    Vardas7774     3.60
Pavarde3199    Vardas3199     3.60
Pavarde439     Vardas439      3.60
Pavarde7410    Vardas7410     3.60
Pavarde1058    Vardas1058     3.60
Pavarde6520    Vardas6520     3.60
Pavarde5645    Vardas5645     3.60
Pavarde3202    Vardas3202     3.60
Pavarde1525    Vardas1525     3.60
Pavarde6518    Vardas6518     3.60
Pavarde3540    Vardas3540     3.60
Pavarde7655    Vardas7655     3.60
Pavarde1513    Vardas1513     3.60
Pavarde582     Vardas582      3.60
Pavarde6489    Vardas6489     3.60
Pavarde4585    Vardas4585     3.60
Pavarde7625    Vardas7625     3.60
Pavarde6934    Vardas6934     3.60
Pavarde2654    Vardas2654     3.60
Pavarde2207    Vardas2207     3.60
Pavarde273     Vardas273      3.60
Pavarde446     Vardas446      3.60
Pavarde6868    Vardas6868     3.60
Pavarde6118    Vardas6118     3.60
Pavarde1303    Vardas1303     3.60
Pavarde7466    Vardas7466     3.60
Pavarde632     Vardas632      3.60
Pavarde7958    Vardas7958     3.60
Pavarde4923    Vardas4923     3.60
Pavarde5029    Vardas5029     3.60
Pavarde8925    Vardas8925     3.60
Pavarde3916    Vardas3916     3.60
Pavarde6551    Vardas6551     3.60
Pavarde2952    Vardas2952     3.60
Pavarde3519    Vardas3519     3.60
Pavarde6920    Vardas6920     3.60
Pavarde4663    Vardas4663     3.60
Pavarde9960    Vardas9960     3.60
Pavarde1234    Vardas1234     3.60
Pavarde449     Vardas449      3.60
Pavarde5035    Vardas5035     3.60
Pavarde4667    Vardas4667     3.60
Pavarde9746    Vardas9746     3.60
Pavarde9611    Vardas9611     3.60
Pavarde5505    Vardas5505     3.60
Pavarde6616    Vardas6616     3.60
Pavarde1407    Vardas1407     3.60
Pavarde7355    Vardas7355     3.60
Pavarde1382    Vardas1382     3.60
Pavarde7334    Vardas7334     3.60
Pavarde9723    Vardas9723     3.60
Pavarde5523    Vardas5523     3.60
Pavarde614     Vardas614      3.60
Pavarde7982    Vardas7982     3.60
Pavarde2966    Vardas2966     3.60
Pavarde1173    Vardas1173     3.60
Pavarde3249    Vardas3249     3.60
Pavarde9162    Vardas9162     3.60
Pavarde8792    Vardas8792     3.60
Pavarde7978    Vardas7978     3.60
Pavarde6127    Vardas6127     3.60
Pavarde1347    Vardas1347     3.60
Pavarde3785    Vardas3785     3.60
Pavarde7938    Vardas7938     3.60
Pavarde620     Vardas620      3.60
Pavarde9764    Vardas9764     3.60
Pavarde1333    Vardas1333     3.60
Pavarde2170    Vardas2170     3.60
Pavarde4913    Vardas4913     3.60
Pavarde2704    Vardas2704     3.60
Pavarde169     Vardas169      3.60
Pavarde370     Vardas370      3.60
Pavarde63      Vardas63       3.60
Pavarde9674    Vardas9674     3.60
Pavarde9974    Vardas9974     3.60
Pavarde4137    Vardas4137     3.60
Pavarde3399    Vardas3399     3.60
Pavarde967     Vardas967      3.60
Pavarde1697    Vardas1697     3.60
Pavarde2580    Vardas2580     3.60
Pavarde5462    Vardas5462     3.60
Pavarde972     Vardas972      3.60
Pavarde5852    Vardas5852     3.60
Pavarde7044    Vardas7044     3.60
Pavarde7688    Vardas7688     3.60
Pavarde9504    Vardas9504     3.60
Pavarde2103    Vardas2103     3.60
Pavarde2258    Vardas2258     3.60
Pavarde8494    Vardas8494     3.60
Pavarde982     Vardas982      3.60
Pavarde3691    Vardas3691     3.60
Pavarde3496    Vardas3496     3.60
Pavarde6350    Vardas6350     3.60
Pavarde5676    Vardas5676     3.60
Pavarde7894    Vardas7894     3.60
Pavarde5673    Vardas5673     3.60
Pavarde555     Vardas555      3.60
Pavarde6785    Vardas6785     3.60
Pavarde7070    Vardas7070     3.60
Pavarde4352    Vardas4352     3.60
Pavarde3091    Vardas3091     3.60
Pavarde4493    Vardas4493     3.60
Pavarde5847    Vardas5847     3.60
Pavarde153     Vardas153      3.60
Pavarde3868    Vardas3868     3.60
Pavarde3095    Vardas3095     3.60
Pavarde4498    Vardas4498     3.60
Pavarde2810    Vardas2810     3.60
Pavarde9149    Vardas9149     3.60
Pavarde5089    Vardas5089     3.60
Pavarde2406    Vardas2406     3.60
Pavarde156     Vardas156      3.60
Pavarde6292    Vardas6292     3.60
Pavarde6766    Vardas6766     3.60
Pavarde8064    Vardas8064     3.60
Pavarde6771    Vardas6771     3.60
Pavarde5710    Vardas5710     3.60
Pavarde6593    Vardas6593     3.60
Pavarde6774    Vardas6774     3.60
Pavarde5442    Vardas5442     3.60
Pavarde2583    Vardas2583     3.60
Pavarde3982    Vardas3982     3.60
Pavarde7499    Vardas7499     3.60
Pavarde4944    Vardas4944     3.60
Pavarde4517    Vardas4517     3.60
Pavarde7691    Vardas7691     3.60
Pavarde2979    Vardas2979     3.60
Pavarde8035    Vardas8035     3.60
Pavarde8518    Vardas8518     3.60
Pavarde6802    Vardas6802     3.60
Pavarde6376    Vardas6376     3.60
Pavarde5997    Vardas5997     3.60
Pavarde3959    Vardas3959     3.60
Pavarde9580    Vardas9580     3.60
Pavarde7028    Vardas7028     3.60
Pavarde7284    Vardas7284     3.60
Pavarde4753    Vardas4753     3.60
Pavarde9066    Vardas9066     3.60
Pavarde8031    Vardas8031     3.60
Pavarde1582    Vardas1582     3.60
Pavarde6790    Vardas6790     3.60
Pavarde7910    Vardas7910     3.60
Pavarde1611    Vardas1611     3.60
Pavarde5302    Vardas5302     3.60
Pavarde7029    Vardas7029     3.60
Pavarde2125    Vardas2125     3.60
Pavarde1567    Vardas1567     3.60
Pavarde2636    Vardas2636     3.60
Pavarde1566    Vardas1566     3.60
Pavarde3150    Vardas3150     3.60
Pavarde5010    Vardas5010     3.60
Pavarde9848    Vardas9848     3.60
Pavarde1005    Vardas1005     3.60
Pavarde4067    Vardas4067     3.60
Pavarde6910    Vardas6910     3.60
Pavarde1043    Vardas1043     3.60
Pavarde999     Vardas999      3.60
Pavarde4197    Vardas4197     3.60
Pavarde7787    Vardas7787     3.80
Pavarde7908    Vardas7908     3.80
Pavarde44      Vardas44       3.80
Pavarde7850    Vardas7850     3.80
Pavarde66      Vardas66       3.80
Pavarde9969    Vardas9969     3.80
Pavarde5883    Vardas5883     3.80
Pavarde6044    Vardas6044     3.80
Pavarde5877    Vardas5877     3.80
Pavarde7913    Vardas7913     3.80
Pavarde3757    Vardas3757     3.80
Pavarde4354    Vardas4354     3.80
Pavarde2886    Vardas2886     3.80
Pavarde7213    Vardas7213     3.80
Pavarde3762    Vardas3762     3.80
Pavarde2239    Vardas2239     3.80
Pavarde2269    Vardas2269     3.80
Pavarde7817    Vardas7817     3.80
Pavarde7948    Vardas7948     3.80
Pavarde2352    Vardas2352     3.80
Pavarde7298    Vardas7298     3.80
Pavarde7991    Vardas7991     3.80
Pavarde2276    Vardas2276     3.80
Pavarde7236    Vardas7236     3.80
Pavarde7928    Vardas7928     3.80
Pavarde7826    Vardas7826     3.80
Pavarde6133    Vardas6133     3.80
Pavarde5826    Vardas5826     3.80
Pavarde4333    Vardas4333     3.80
Pavarde2366    Vardas2366     3.80
Pavarde2995    Vardas2995     3.80
Pavarde2214    Vardas2214     3.80
Pavarde5830    Vardas5830     3.80
Pavarde2221    Vardas2221     3.80
Pavarde2113    Vardas2113     3.80
Pavarde8002    Vardas8002     3.80
Pavarde5925    Vardas5925     3.80
Pavarde7902    Vardas7902     3.80
Pavarde3763    Vardas3763     3.80
Pavarde5893    Vardas5893     3.80
Pavarde7862    Vardas7862     3.80
Pavarde8012    Vardas8012     3.80
Pavarde5938    Vardas5938     3.80
Pavarde4316    Vardas4316     3.80
Pavarde19      Vardas19       3.80
Pavarde2233    Vardas2233     3.80
Pavarde8057    Vardas8057     3.80
Pavarde9929    Vardas9929     3.80
Pavarde7816    Vardas7816     3.80
Pavarde6122    Vardas6122     3.80
Pavarde9980    Vardas9980     3.80
Pavarde7799    Vardas7799     3.80
Pavarde2742    Vardas2742     3.80
Pavarde7285    Vardas7285     3.80
Pavarde2232    Vardas2232     3.80
Pavarde6424    Vardas6424     3.80
Pavarde8038    Vardas8038     3.80
Pavarde2878    Vardas2878     3.80
Pavarde8896    Vardas8896     3.80
Pavarde8849    Vardas8849     3.80
Pavarde3848    Vardas3848     3.80
Pavarde1291    Vardas1291     3.80
Pavarde1285    Vardas1285     3.80
Pavarde2519    Vardas2519     3.80
Pavarde5036    Vardas5036     3.80
Pavarde4181    Vardas4181     3.80
Pavarde1274    Vardas1274     3.80
Pavarde8869    Vardas8869     3.80
Pavarde9642    Vardas9642     3.80
Pavarde1266    Vardas1266     3.80
Pavarde3004    Vardas3004     3.80
Pavarde5549    Vardas5549     3.80
Pavarde4092    Vardas4092     3.80
Pavarde6502    Vardas6502     3.80
Pavarde6507    Vardas6507     3.80
Pavarde6363    Vardas6363     3.80
Pavarde8907    Vardas8907     3.80
Pavarde4112    Vardas4112     3.80
Pavarde5365    Vardas5365     3.80
Pavarde4676    Vardas4676     3.80
Pavarde7615    Vardas7615     3.80
Pavarde4678    Vardas4678     3.80
Pavarde5984    Vardas5984     3.80
Pavarde1199    Vardas1199     3.80
Pavarde8932    Vardas8932     3.80
Pavarde3317    Vardas3317     3.80
Pavarde5526    Vardas5526     3.80
Pavarde6269    Vardas6269     3.80
Pavarde1352    Vardas1352     3.80
Pavarde1440    Vardas1440     3.80
Pavarde1437    Vardas1437     3.80
Pavarde8698    Vardas8698     3.80
Pavarde2847    Vardas2847     3.80
Pavarde8728    Vardas8728     3.80
Pavarde8732    Vardas8732     3.80
Pavarde3238    Vardas3238     3.80
Pavarde4901    Vardas4901     3.80
Pavarde2626    Vardas2626     3.80
Pavarde724     Vardas724      3.80
Pavarde4624    Vardas4624     3.80
Pavarde9777    Vardas9777     3.80
Pavarde2508    Vardas2508     3.80
Pavarde6242    Vardas6242     3.80
Pavarde6271    Vardas6271     3.80
Pavarde8794    Vardas8794     3.80
Pavarde740     Vardas740      3.80
Pavarde1339    Vardas1339     3.80
Pavarde8808    Vardas8808     3.80
Pavarde8819    Vardas8819     3.80
Pavarde4640    Vardas4640     3.80
Pavarde1324    Vardas1324     3.80
Pavarde5286    Vardas5286     3.80
Pavarde270     Vardas270      3.80
Pavarde6929    Vardas6929     3.80
Pavarde5584    Vardas5584     3.80
Pavarde3268    Vardas3268     3.80
Pavarde1305    Vardas1305     3.80
Pavarde4178    Vardas4178     3.80
Pavarde4787    Vardas4787     3.80
Pavarde2603    Vardas2603     3.80
Pavarde4851    Vardas4851     3.80
Pavarde6524    Vardas6524     3.80
Pavarde6727    Vardas6727     3.80
Pavarde6787    Vardas6787     3.80
Pavarde6313    Vardas6313     3.80
Pavarde994     Vardas994      3.80
Pavarde4193    Vardas4193     3.80
Pavarde3803    Vardas3803     3.80
Pavarde3395    Vardas3395     3.80
Pavarde4781    Vardas4781     3.80
Pavarde6530    Vardas6530     3.80
Pavarde9675    Vardas9675     3.80
Pavarde3805    Vardas3805     3.80
Pavarde6721    Vardas6721     3.80
Pavarde9112    Vardas9112     3.80
Pavarde4793    Vardas4793     3.80
Pavarde371     Vardas371      3.80
Pavarde5443    Vardas5443     3.80
Pavarde9134    Vardas9134     3.80
Pavarde6763    Vardas6763     3.80
Pavarde9156    Vardas9156     3.80
Pavarde6743    Vardas6743     3.80
Pavarde6002    Vardas6002     3.80
Pavarde9208    Vardas9208     3.80
Pavarde9172    Vardas9172     3.80
Pavarde6312    Vardas6312     3.80
Pavarde4828    Vardas4828     3.80
Pavarde9188    Vardas9188     3.80
Pavarde1085    Vardas1085     3.80
Pavarde9724    Vardas9724     3.80
Pavarde2539    Vardas2539     3.80
Pavarde322     Vardas322      3.80
Pavarde9722    Vardas9722     3.80
Pavarde5512    Vardas5512     3.80
Pavarde1145    Vardas1145     3.80
Pavarde1141    Vardas1141     3.80
Pavarde3896    Vardas3896     3.80
Pavarde790     Vardas790      3.80
Pavarde7477    Vardas7477     3.80
Pavarde1115    Vardas1115     3.80
Pavarde6286    Vardas6286     3.80
Pavarde6695    Vardas6695     3.80
Pavarde1095    Vardas1095     3.80
Pavarde6494    Vardas6494     3.80
Pavarde4871    Vardas4871     3.80
Pavarde1083    Vardas1083     3.80
Pavarde6698    Vardas6698     3.80
Pavarde342     Vardas342      3.80
Pavarde6812    Vardas6812     3.80
Pavarde6542    Vardas6542     3.80
Pavarde6709    Vardas6709     3.80
Pavarde5275    Vardas5275     3.80
Pavarde1051    Vardas1051     3.80
Pavarde2558    Vardas2558     3.80
Pavarde9267    Vardas9267     3.80
Pavarde9261    Vardas9261     3.80
Pavarde5478    Vardas5478     3.80
Pavarde4184    Vardas4184     3.80
Pavarde4472    Vardas4472     3.80
Pavarde7714    Vardas7714     3.80
Pavarde7129    Vardas7129     3.80
Pavarde536     Vardas536      3.80
Pavarde4451    Vardas4451     3.80
Pavarde5097    Vardas5097     3.80
Pavarde6178    Vardas6178     3.80
Pavarde4457    Vardas4457     3.80
Pavarde8329    Vardas8329     3.80
Pavarde3995    Vardas3995     3.80
Pavarde1814    Vardas1814     3.80
Pavarde1813    Vardas1813     3.80
Pavarde9483    Vardas9483     3.80
Pavarde7699    Vardas7699     3.80
Pavarde5746    Vardas5746     3.80
Pavarde9480    Vardas9480     3.80
Pavarde2863    Vardas2863     3.80
Pavarde4477    Vardas4477     3.80
Pavarde9477    Vardas9477     3.80
Pavarde2452    Vardas2452     3.80
Pavarde7089    Vardas7089     3.80
Pavarde5731    Vardas5731     3.80
Pavarde3539    Vardas3539     3.80
Pavarde9464    Vardas9464     3.80
Pavarde1758    Vardas1758     3.80
Pavarde154     Vardas154      3.80
Pavarde1756    Vardas1756     3.80
Pavarde3098    Vardas3098     3.80
Pavarde6956    Vardas6956     3.80
Pavarde461     Vardas461      3.80
Pavarde1739    Vardas1739     3.80
Pavarde512     Vardas512      3.80
Pavarde2021    Vardas2021     3.80
Pavarde5113    Vardas5113     3.80
Pavarde7198    Vardas7198     3.80
Pavarde1996    Vardas1996     3.80
Pavarde8178    Vardas8178     3.80
Pavarde9548    Vardas9548     3.80
Pavarde1976    Vardas1976     3.80
Pavarde1974    Vardas1974     3.80
Pavarde1973    Vardas1973     3.80
Pavarde4398    Vardas4398     3.80
Pavarde497     Vardas497      3.80
Pavarde4399    Vardas4399     3.80
Pavarde2420    Vardas2420     3.80
Pavarde2673    Vardas2673     3.80
Pavarde3814    Vardas3814     3.80
Pavarde595     Vardas595      3.80
Pavarde9914    Vardas9914     3.80
Pavarde8228    Vardas8228     3.80
Pavarde6451    Vardas6451     3.80
Pavarde103     Vardas103      3.80
Pavarde6162    Vardas6162     3.80
Pavarde6453    Vardas6453     3.80
Pavarde4961    Vardas4961     3.80
Pavarde5768    Vardas5768     3.80
Pavarde7314    Vardas7314     3.80
Pavarde2864    Vardas2864     3.80
Pavarde1875    Vardas1875     3.80
Pavarde9523    Vardas9523     3.80
Pavarde5762    Vardas5762     3.80
Pavarde3058    Vardas3058     3.80
Pavarde4910    Vardas4910     3.80
Pavarde3833    Vardas3833     3.80
Pavarde3161    Vardas3161     3.80
Pavarde5314    Vardas5314     3.80
Pavarde1598    Vardas1598     3.80
Pavarde8567    Vardas8567     3.80
Pavarde6026    Vardas6026     3.80
Pavarde9607    Vardas9607     3.80
Pavarde639     Vardas639      3.80
Pavarde8598    Vardas8598     3.80
Pavarde7518    Vardas7518     3.80
Pavarde5328    Vardas5328     3.80
Pavarde2478    Vardas2478     3.80
Pavarde3838    Vardas3838     3.80
Pavarde2789    Vardas2789     3.80
Pavarde5074    Vardas5074     3.80
Pavarde3678    Vardas3678     3.80
