Pavardė        Vardas        Galutinis (Med.)    
Pavarde9699    Vardas9699     6.60
Pavarde8243    Vardas8243     6.60
Pavarde8224    Vardas8224     6.60
Pavarde7444    Vardas7444     6.60
Pavarde3829    Vardas3829     6.60
Pavarde5973    Vardas5973     6.60
Pavarde5082    Vardas5082     6.60
Pavarde5468    Vardas5468     6.60
Pavarde3023    Vardas3023     6.60
Pavarde673     Vardas673      6.60
Pavarde5756    Vardas5756     6.60
Pavarde6643    Vardas6643     6.60
Pavarde7123    Vardas7123     6.60
Pavarde5143    Vardas5143     6.60
Pavarde963     Vardas963      6.60
Pavarde4       Vardas4        6.60
Pavarde6067    Vardas6067     6.60
Pavarde5369    Vardas5369     6.60
Pavarde4272    Vardas4272     6.60
Pavarde3375    Vardas3375     6.60
Pavarde1586    Vardas1586     6.60
Pavarde8942    Vardas8942     6.60
Pavarde1601    Vardas1601     6.60
Pavarde9143    Vardas9143     6.60
Pavarde8028    Vardas8028     6.60
Pavarde8027    Vardas8027     6.60
Pavarde8026    Vardas8026     6.60
Pavarde175     Vardas175      6.60
Pavarde6465    Vardas6465     6.60
Pavarde7622    Vardas7622     6.60
Pavarde7641    Vardas7641     6.60
Pavarde3418    Vardas3418     6.60
Pavarde6025    Vardas6025     6.60
Pavarde9117    Vardas9117     6.60
Pavarde3037    Vardas3037     6.60
Pavarde4807    Vardas4807     6.60
Pavarde3543    Vardas3543     6.60
Pavarde5981    Vardas5981     6.60
Pavarde8236    Vardas8236     6.60
Pavarde7071    Vardas7071     6.60
Pavarde5811    Vardas5811     6.60
Pavarde9563    Vardas9563     6.60
Pavarde8295    Vardas8295     6.60
Pavarde9673    Vardas9673     6.60
Pavarde9079    Vardas9079     6.60
Pavarde5696    Vardas5696     6.60
Pavarde8939    Vardas8939     6.60
Pavarde4637    Vardas4637     6.60
Pavarde1709    Vardas1709     6.60
Pavarde4089    Vardas4089     6.60
Pavarde1040    Vardas1040     6.60
Pavarde3516    Vardas3516     6.60
Pavarde6557    Vardas6557     6.80
Pavarde2942    Vardas2942     6.80
Pavarde5196    Vardas5196     6.80
Pavarde4467    Vardas4467     6.80
Pavarde7134    Vardas7134     6.80
Pavarde2281    Vardas2281     6.80
Pavarde7909    Vardas7909     6.80
Pavarde505     Vardas505      6.80
Pavarde5426    Vardas5426     6.80
Pavarde8373    Vardas8373     6.80
Pavarde8407    Vardas8407     6.80
Pavarde8406    Vardas8406     6.80
Pavarde5435    Vardas5435     6.80
Pavarde9599    Vardas9599     6.80
Pavarde7690    Vardas7690     6.80
Pavarde7214    Vardas7214     6.80
Pavarde9280    Vardas9280     6.80
Pavarde7182    Vardas7182     6.80
Pavarde7211    Vardas7211     6.80
Pavarde8727    Vardas8727     6.80
Pavarde2992    Vardas2992     6.80
Pavarde7888    Vardas7888     6.80
Pavarde9283    Vardas9283     6.80
Pavarde3908    Vardas3908     6.80
Pavarde803     Vardas803      6.80
Pavarde1782    Vardas1782     6.80
Pavarde1419    Vardas1419     6.80
Pavarde7835    Vardas7835     6.80
Pavarde2267    Vardas2267     6.80
Pavarde7141    Vardas7141     6.80
Pavarde1908    Vardas1908     6.80
Pavarde7901    Vardas7901     6.80
Pavarde3879    Vardas3879     6.80
Pavarde4207    Vardas4207     6.80
Pavarde501     Vardas501      6.80
Pavarde775     Vardas775      6.80
Pavarde7157    Vardas7157     6.80
Pavarde456     Vardas456      6.80
Pavarde3932    Vardas3932     6.80
Pavarde8695    Vardas8695     6.80
Pavarde1408    Vardas1408     6.80
Pavarde3890    Vardas3890     6.80
Pavarde8735    Vardas8735     6.80
Pavarde1430    Vardas1430     6.80
Pavarde2265    Vardas2265     6.80
Pavarde3923    Vardas3923     6.80
Pavarde7701    Vardas7701     6.80
Pavarde7638    Vardas7638     6.80
Pavarde6155    Vardas6155     6.80
Pavarde5344    Vardas5344     6.80
Pavarde8543    Vardas8543     6.80
Pavarde1615    Vardas1615     6.80
Pavarde2362    Vardas2362     6.80
Pavarde5341    Vardas5341     6.80
Pavarde2368    Vardas2368     6.80
Pavarde7798    Vardas7798     6.80
Pavarde1850    Vardas1850     6.80
Pavarde9348    Vardas9348     6.80
Pavarde2664    Vardas2664     6.80
Pavarde1810    Vardas1810     6.80
Pavarde4407    Vardas4407     6.80
Pavarde477     Vardas477      6.80
Pavarde158     Vardas158      6.80
Pavarde2659    Vardas2659     6.80
Pavarde2719    Vardas2719     6.80
Pavarde1589    Vardas1589     6.80
Pavarde2356    Vardas2356     6.80
Pavarde1590    Vardas1590     6.80
Pavarde9341    Vardas9341     6.80
Pavarde5359    Vardas5359     6.80
Pavarde2725    Vardas2725     6.80
Pavarde720     Vardas720      6.80
Pavarde4885    Vardas4885     6.80
Pavarde6146    Vardas6146     6.80
Pavarde6160    Vardas6160     6.80
Pavarde8561    Vardas8561     6.80
Pavarde4891    Vardas4891     6.80
Pavarde4086    Vardas4086     6.80
Pavarde7467    Vardas7467     6.80
Pavarde9852    Vardas9852     6.80
Pavarde2357    Vardas2357     6.80
Pavarde2553    Vardas2553     6.80
Pavarde8471    Vardas8471     6.80
Pavarde1702    Vardas1702     6.80
Pavarde7590    Vardas7590     6.80
Pavarde8344    Vardas8344     6.80
Pavarde9364    Vardas9364     6.80
Pavarde4954    Vardas4954     6.80
Pavarde7597    Vardas7597     6.80
Pavarde1819    Vardas1819     6.80
Pavarde2577    Vardas2577     6.80
Pavarde2552    Vardas2552     6.80
Pavarde75      Vardas75       6.80
Pavarde128     Vardas128      6.80
Pavarde4392    Vardas4392     6.80
Pavarde7618    Vardas7618     6.80
Pavarde4983    Vardas4983     6.80
Pavarde9891    Vardas9891     6.80
Pavarde2610    Vardas2610     6.80
Pavarde2375    Vardas2375     6.80
Pavarde9355    Vardas9355     6.80
Pavarde2377    Vardas2377     6.80
Pavarde7534    Vardas7534     6.80
Pavarde4144    Vardas4144     6.80
Pavarde9939    Vardas9939     6.80
Pavarde6128    Vardas6128     6.80
Pavarde4926    Vardas4926     6.80
Pavarde5366    Vardas5366     6.80
Pavarde6092    Vardas6092     6.80
Pavarde1686    Vardas1686     6.80
Pavarde5312    Vardas5312     6.80
Pavarde1689    Vardas1689     6.80
Pavarde4056    Vardas4056     6.80
Pavarde6113    Vardas6113     6.80
Pavarde2578    Vardas2578     6.80
Pavarde7838    Vardas7838     6.80
Pavarde8634    Vardas8634     6.80
Pavarde8361    Vardas8361     6.80
Pavarde2861    Vardas2861     6.80
Pavarde5836    Vardas5836     6.80
Pavarde3971    Vardas3971     6.80
Pavarde6011    Vardas6011     6.80
Pavarde8626    Vardas8626     6.80
Pavarde7337    Vardas7337     6.80
Pavarde2869    Vardas2869     6.80
Pavarde1793    Vardas1793     6.80
Pavarde9817    Vardas9817     6.80
Pavarde5397    Vardas5397     6.80
Pavarde2327    Vardas2327     6.80
Pavarde6014    Vardas6014     6.80
Pavarde7832    Vardas7832     6.80
Pavarde5778    Vardas5778     6.80
Pavarde2295    Vardas2295     6.80
Pavarde9905    Vardas9905     6.80
Pavarde7268    Vardas7268     6.80
Pavarde8365    Vardas8365     6.80
Pavarde7274    Vardas7274     6.80
Pavarde7864    Vardas7864     6.80
Pavarde5767    Vardas5767     6.80
Pavarde1468    Vardas1468     6.80
Pavarde1892    Vardas1892     6.80
Pavarde9323    Vardas9323     6.80
Pavarde5837    Vardas5837     6.80
Pavarde766     Vardas766      6.80
Pavarde2299    Vardas2299     6.80
Pavarde6226    Vardas6226     6.80
Pavarde7666    Vardas7666     6.80
Pavarde2876    Vardas2876     6.80
Pavarde2873    Vardas2873     6.80
Pavarde3999    Vardas3999     6.80
Pavarde5783    Vardas5783     6.80
Pavarde1575    Vardas1575     6.80
Pavarde5787    Vardas5787     6.80
Pavarde2760    Vardas2760     6.80
Pavarde7413    Vardas7413     6.80
Pavarde8429    Vardas8429     6.80
Pavarde7415    Vardas7415     6.80
Pavarde6021    Vardas6021     6.80
Pavarde2793    Vardas2793     6.80
Pavarde4091    Vardas4091     6.80
Pavarde197     Vardas197      6.80
Pavarde7423    Vardas7423     6.80
Pavarde9336    Vardas9336     6.80
Pavarde7426    Vardas7426     6.80
Pavarde1855    Vardas1855     6.80
Pavarde8572    Vardas8572     6.80
Pavarde2428    Vardas2428     6.80
Pavarde7393    Vardas7393     6.80
Pavarde7820    Vardas7820     6.80
Pavarde8603    Vardas8603     6.80
Pavarde1553    Vardas1553     6.80
Pavarde3990    Vardas3990     6.80
Pavarde8608    Vardas8608     6.80
Pavarde4417    Vardas4417     6.80
Pavarde7374    Vardas7374     6.80
Pavarde2820    Vardas2820     6.80
Pavarde2821    Vardas2821     6.80
Pavarde8277    Vardas8277     6.80
Pavarde4174    Vardas4174     6.80
Pavarde2334    Vardas2334     6.80
Pavarde219     Vardas219      6.80
Pavarde1877    Vardas1877     6.80
Pavarde26      Vardas26       6.80
Pavarde6670    Vardas6670     6.80
Pavarde8846    Vardas8846     6.80
Pavarde1056    Vardas1056     6.80
Pavarde367     Vardas367      6.80
Pavarde1295    Vardas1295     6.80
Pavarde4598    Vardas4598     6.80
Pavarde9027    Vardas9027     6.80
Pavarde9193    Vardas9193     6.80
Pavarde4253    Vardas4253     6.80
Pavarde1281    Vardas1281     6.80
Pavarde1060    Vardas1060     6.80
Pavarde1061    Vardas1061     6.80
Pavarde4691    Vardas4691     6.80
Pavarde9737    Vardas9737     6.80
Pavarde6669    Vardas6669     6.80
Pavarde3655    Vardas3655     6.80
Pavarde9467    Vardas9467     6.80
Pavarde3468    Vardas3468     6.80
Pavarde8870    Vardas8870     6.80
Pavarde1990    Vardas1990     6.80
Pavarde2155    Vardas2155     6.80
Pavarde3465    Vardas3465     6.80
Pavarde6892    Vardas6892     6.80
Pavarde6705    Vardas6705     6.80
Pavarde6885    Vardas6885     6.80
Pavarde6881    Vardas6881     6.80
Pavarde6415    Vardas6415     6.80
Pavarde7997    Vardas7997     6.80
Pavarde6982    Vardas6982     6.80
Pavarde9456    Vardas9456     6.80
Pavarde7010    Vardas7010     6.80
Pavarde8818    Vardas8818     6.80
Pavarde3180    Vardas3180     6.80
Pavarde1047    Vardas1047     6.80
Pavarde5960    Vardas5960     6.80
Pavarde4712    Vardas4712     6.80
Pavarde511     Vardas511      6.80
Pavarde8828    Vardas8828     6.80
Pavarde2191    Vardas2191     6.80
Pavarde6992    Vardas6992     6.80
Pavarde9041    Vardas9041     6.80
Pavarde3485    Vardas3485     6.80
Pavarde3454    Vardas3454     6.80
Pavarde1311    Vardas1311     6.80
Pavarde8129    Vardas8129     6.80
Pavarde5677    Vardas5677     6.80
Pavarde1953    Vardas1953     6.80
Pavarde5954    Vardas5954     6.80
Pavarde9621    Vardas9621     6.80
Pavarde8842    Vardas8842     6.80
Pavarde9207    Vardas9207     6.80
Pavarde5631    Vardas5631     6.80
Pavarde5513    Vardas5513     6.80
Pavarde3222    Vardas3222     6.80
Pavarde9622    Vardas9622     6.80
Pavarde554     Vardas554      6.80
Pavarde1140    Vardas1140     6.80
Pavarde6742    Vardas6742     6.80
Pavarde6826    Vardas6826     6.80
Pavarde1200    Vardas1200     6.80
Pavarde4329    Vardas4329     6.80
Pavarde941     Vardas941      6.80
Pavarde16      Vardas16       6.80
Pavarde353     Vardas353      6.80
Pavarde3705    Vardas3705     6.80
Pavarde1179    Vardas1179     6.80
Pavarde5928    Vardas5928     6.80
Pavarde3722    Vardas3722     6.80
Pavarde3411    Vardas3411     6.80
Pavarde3408    Vardas3408     6.80
Pavarde6441    Vardas6441     6.80
Pavarde338     Vardas338      6.80
Pavarde6773    Vardas6773     6.80
Pavarde1164    Vardas1164     6.80
Pavarde3379    Vardas3379     6.80
Pavarde3380    Vardas3380     6.80
Pavarde5929    Vardas5929     6.80
Pavarde8151    Vardas8151     6.80
Pavarde9704    Vardas9704     6.80
Pavarde3714    Vardas3714     6.80
Pavarde9638    Vardas9638     6.80
Pavarde4522    Vardas4522     6.80
Pavarde6784    Vardas6784     6.80
Pavarde5588    Vardas5588     6.80
Pavarde1099    Vardas1099     6.80
Pavarde2147    Vardas2147     6.80
Pavarde1088    Vardas1088     6.80
Pavarde3737    Vardas3737     6.80
Pavarde5556    Vardas5556     6.80
Pavarde6865    Vardas6865     6.80
Pavarde907     Vardas907      6.80
Pavarde3452    Vardas3452     6.80
Pavarde3676    Vardas3676     6.80
Pavarde908     Vardas908      6.80
Pavarde4658    Vardas4658     6.80
Pavarde6717    Vardas6717     6.80
Pavarde2145    Vardas2145     6.80
Pavarde5559    Vardas5559     6.80
Pavarde5467    Vardas5467     6.80
Pavarde3677    Vardas3677     6.80
Pavarde6852    Vardas6852     6.80
Pavarde1221    Vardas1221     6.80
Pavarde9007    Vardas9007     6.80
Pavarde428     Vardas428      6.80
Pavarde575     Vardas575      6.80
Pavarde5704    Vardas5704     6.80
Pavarde6838    Vardas6838     6.80
Pavarde3729    Vardas3729     6.80
Pavarde9153    Vardas9153     6.80
Pavarde5169    Vardas5169     6.80
Pavarde9137    Vardas9137     6.80
Pavarde6738    Vardas6738     6.80
Pavarde5090    Vardas5090     6.80
Pavarde9248    Vardas9248     6.80
Pavarde5646    Vardas5646     6.80
Pavarde8108    Vardas8108     6.80
Pavarde6579    Vardas6579     6.80
Pavarde1922    Vardas1922     6.80
Pavarde11      Vardas11       6.80
Pavarde1369    Vardas1369     6.80
Pavarde376     Vardas376      6.80
Pavarde9765    Vardas9765     6.80
Pavarde9107    Vardas9107     6.80
Pavarde7035    Vardas7035     6.80
Pavarde6548    Vardas6548     6.80
Pavarde9666    Vardas9666     6.80
Pavarde5979    Vardas5979     6.80
Pavarde2090    Vardas2090     6.80
Pavarde3526    Vardas3526     6.80
Pavarde7027    Vardas7027     6.80
Pavarde6604    Vardas6604     6.80
Pavarde6532    Vardas6532     6.80
Pavarde7084    Vardas7084     6.80
Pavarde4309    Vardas4309     6.80
Pavarde6533    Vardas6533     6.80
Pavarde5665    Vardas5665     6.80
Pavarde6318    Vardas6318     6.80
Pavarde2219    Vardas2219     6.80
Pavarde3076    Vardas3076     6.80
Pavarde5892    Vardas5892     6.80
Pavarde6314    Vardas6314     6.80
Pavarde6340    Vardas6340     6.80
Pavarde5672    Vardas5672     6.80
Pavarde7046    Vardas7046     6.80
Pavarde4547    Vardas4547     6.80
Pavarde6578    Vardas6578     6.80
Pavarde3101    Vardas3101     6.80
Pavarde831     Vardas831      6.80
Pavarde3171    Vardas3171     6.80
Pavarde5966    Vardas5966     6.80
Pavarde258     Vardas258      6.80
Pavarde264     Vardas264      6.80
Pavarde6329    Vardas6329     6.80
Pavarde4342    Vardas4342     6.80
Pavarde372     Vardas372      6.80
Pavarde394     Vardas394      6.80
Pavarde3618    Vardas3618     6.80
Pavarde4301    Vardas4301     6.80
Pavarde9519    Vardas9519     6.80
Pavarde9235    Vardas9235     6.80
Pavarde2048    Vardas2048     6.80
Pavarde9118    Vardas9118     6.80
Pavarde1928    Vardas1928     6.80
Pavarde3604    Vardas3604     6.80
Pavarde5194    Vardas5194     6.80
Pavarde4489    Vardas4489     6.80
Pavarde4731    Vardas4731     6.80
Pavarde3155    Vardas3155     6.80
Pavarde3072    Vardas3072     6.80
Pavarde3566    Vardas3566     6.80
Pavarde1338    Vardas1338     6.80
Pavarde9659    Vardas9659     6.80
Pavarde1931    Vardas1931     6.80
Pavarde8812    Vardas8812     6.80
Pavarde995     Vardas995      7.00
Pavarde1114    Vardas1114     7.00
Pavarde3434    Vardas3434     7.00
Pavarde713     Vardas713      7.00
Pavarde7667    Vardas7667     7.00
Pavarde943     Vardas943      7.00
Pavarde7794    Vardas7794     7.00
Pavarde7496    Vardas7496     7.00
Pavarde3673    Vardas3673     7.00
Pavarde8529    Vardas8529     7.00
Pavarde7500    Vardas7500     7.00
Pavarde1004    Vardas1004     7.00
Pavarde4607    Vardas4607     7.00
Pavarde7511    Vardas7511     7.00
Pavarde4572    Vardas4572     7.00
Pavarde3443    Vardas3443     7.00
Pavarde996     Vardas996      7.00
Pavarde9386    Vardas9386     7.00
Pavarde8363    Vardas8363     7.00
Pavarde1098    Vardas1098     7.00
Pavarde7508    Vardas7508     7.00
Pavarde1777    Vardas1777     7.00
Pavarde4383    Vardas4383     7.00
Pavarde8022    Vardas8022     7.00
Pavarde5111    Vardas5111     7.00
Pavarde5260    Vardas5260     7.00
Pavarde4890    Vardas4890     7.00
Pavarde5030    Vardas5030     7.00
Pavarde3405    Vardas3405     7.00
Pavarde8560    Vardas8560     7.00
Pavarde9920    Vardas9920     7.00
Pavarde5870    Vardas5870     7.00
Pavarde3707    Vardas3707     7.00
Pavarde6161    Vardas6161     7.00
Pavarde980     Vardas980      7.00
Pavarde1596    Vardas1596     7.00
Pavarde3593    Vardas3593     7.00
Pavarde4549    Vardas4549     7.00
Pavarde9911    Vardas9911     7.00
Pavarde486     Vardas486      7.00
Pavarde4119    Vardas4119     7.00
Pavarde1104    Vardas1104     7.00
Pavarde4019    Vardas4019     7.00
Pavarde7490    Vardas7490     7.00
Pavarde8998    Vardas8998     7.00
Pavarde4157    Vardas4157     7.00
Pavarde5041    Vardas5041     7.00
Pavarde2022    Vardas2022     7.00
Pavarde6477    Vardas6477     7.00
Pavarde3694    Vardas3694     7.00
Pavarde1102    Vardas1102     7.00
Pavarde2079    Vardas2079     7.00
Pavarde2020    Vardas2020     7.00
Pavarde108     Vardas108      7.00
Pavarde567     Vardas567      7.00
Pavarde5068    Vardas5068     7.00
Pavarde8552    Vardas8552     7.00
Pavarde985     Vardas985      7.00
Pavarde2456    Vardas2456     7.00
Pavarde8472    Vardas8472     7.00
Pavarde119     Vardas119      7.00
Pavarde4070    Vardas4070     7.00
Pavarde5678    Vardas5678     7.00
Pavarde2089    Vardas2089     7.00
Pavarde9069    Vardas9069     7.00
Pavarde8331    Vardas8331     7.00
Pavarde1021    Vardas1021     7.00
Pavarde8467    Vardas8467     7.00
Pavarde1700    Vardas1700     7.00
Pavarde1020    Vardas1020     7.00
Pavarde6673    Vardas6673     7.00
Pavarde7749    Vardas7749     7.00
Pavarde4595    Vardas4595     7.00
Pavarde5825    Vardas5825     7.00
Pavarde1731    Vardas1731     7.00
Pavarde6527    Vardas6527     7.00
Pavarde6680    Vardas6680     7.00
Pavarde5625    Vardas5625     7.00
Pavarde2390    Vardas2390     7.00
Pavarde7569    Vardas7569     7.00
Pavarde7567    Vardas7567     7.00
Pavarde686     Vardas686      7.00
Pavarde2032    Vardas2032     7.00
Pavarde1037    Vardas1037     7.00
Pavarde6647    Vardas6647     7.00
Pavarde9051    Vardas9051     7.00
Pavarde2531    Vardas2531     7.00
Pavarde6099    Vardas6099     7.00
Pavarde5154    Vardas5154     7.00
Pavarde1046    Vardas1046     7.00
Pavarde694     Vardas694      7.00
Pavarde5240    Vardas5240     7.00
Pavarde4072    Vardas4072     7.00
Pavarde4293    Vardas4293     7.00
Pavarde4538    Vardas4538     7.00
Pavarde14      Vardas14       7.00
Pavarde8449    Vardas8449     7.00
Pavarde4537    Vardas4537     7.00
Pavarde3488    Vardas3488     7.00
Pavarde9038    Vardas9038     7.00
Pavarde3633    Vardas3633     7.00
Pavarde5808    Vardas5808     7.00
Pavarde2520    Vardas2520     7.00
Pavarde7627    Vardas7627     7.00
Pavarde9685    Vardas9685     7.00
Pavarde6129    Vardas6129     7.00
Pavarde139     Vardas139      7.00
Pavarde5157    Vardas5157     7.00
Pavarde2622    Vardas2622     7.00
Pavarde1669    Vardas1669     7.00
Pavarde5043    Vardas5043     7.00
Pavarde6134    Vardas6134     7.00
Pavarde1833    Vardas1833     7.00
Pavarde8500    Vardas8500     7.00
Pavarde1796    Vardas1796     7.00
Pavarde950     Vardas950      7.00
Pavarde5894    Vardas5894     7.00
Pavarde6136    Vardas6136     7.00
Pavarde4918    Vardas4918     7.00
Pavarde2642    Vardas2642     7.00
Pavarde6493    Vardas6493     7.00
Pavarde2477    Vardas2477     7.00
Pavarde6139    Vardas6139     7.00
Pavarde7519    Vardas7519     7.00
Pavarde6712    Vardas6712     7.00
Pavarde391     Vardas391      7.00
Pavarde6600    Vardas6600     7.00
Pavarde3654    Vardas3654     7.00
Pavarde2083    Vardas2083     7.00
Pavarde2387    Vardas2387     7.00
Pavarde1741    Vardas1741     7.00
Pavarde6041    Vardas6041     7.00
Pavarde4931    Vardas4931     7.00
Pavarde4094    Vardas4094     7.00
Pavarde683     Vardas683      7.00
Pavarde6119    Vardas6119     7.00
Pavarde8484    Vardas8484     7.00
Pavarde707     Vardas707      7.00
Pavarde1682    Vardas1682     7.00
Pavarde9874    Vardas9874     7.00
Pavarde1064    Vardas1064     7.00
Pavarde7550    Vardas7550     7.00
Pavarde1075    Vardas1075     7.00
Pavarde4049    Vardas4049     7.00
Pavarde6501    Vardas6501     7.00
Pavarde6500    Vardas6500     7.00
Pavarde2060    Vardas2060     7.00
Pavarde1743    Vardas1743     7.00
Pavarde7011    Vardas7011     7.00
Pavarde8206    Vardas8206     7.00
Pavarde6991    Vardas6991     7.00
Pavarde7265    Vardas7265     7.00
Pavarde8678    Vardas8678     7.00
Pavarde3938    Vardas3938     7.00
Pavarde3194    Vardas3194     7.00
Pavarde1944    Vardas1944     7.00
Pavarde36      Vardas36       7.00
Pavarde3185    Vardas3185     7.00
Pavarde2273    Vardas2273     7.00
Pavarde5204    Vardas5204     7.00
Pavarde3182    Vardas3182     7.00
Pavarde238     Vardas238      7.00
Pavarde3940    Vardas3940     7.00
Pavarde4355    Vardas4355     7.00
Pavarde787     Vardas787      7.00
Pavarde7232    Vardas7232     7.00
Pavarde4819    Vardas4819     7.00
Pavarde7225    Vardas7225     7.00
Pavarde6256    Vardas6256     7.00
Pavarde3919    Vardas3919     7.00
Pavarde5078    Vardas5078     7.00
Pavarde4228    Vardas4228     7.00
Pavarde604     Vardas604      7.00
Pavarde4480    Vardas4480     7.00
Pavarde5496    Vardas5496     7.00
Pavarde9743    Vardas9743     7.00
Pavarde6906    Vardas6906     7.00
Pavarde8177    Vardas8177     7.00
Pavarde4332    Vardas4332     7.00
Pavarde6217    Vardas6217     7.00
Pavarde3286    Vardas3286     7.00
Pavarde306     Vardas306      7.00
Pavarde3279    Vardas3279     7.00
Pavarde3276    Vardas3276     7.00
Pavarde1279    Vardas1279     7.00
Pavarde1290    Vardas1290     7.00
Pavarde6941    Vardas6941     7.00
Pavarde3253    Vardas3253     7.00
Pavarde9199    Vardas9199     7.00
Pavarde1345    Vardas1345     7.00
Pavarde6953    Vardas6953     7.00
Pavarde3781    Vardas3781     7.00
Pavarde8956    Vardas8956     7.00
Pavarde6958    Vardas6958     7.00
Pavarde4706    Vardas4706     7.00
Pavarde3786    Vardas3786     7.00
Pavarde1483    Vardas1483     7.00
Pavarde8660    Vardas8660     7.00
Pavarde9204    Vardas9204     7.00
Pavarde1896    Vardas1896     7.00
Pavarde6970    Vardas6970     7.00
Pavarde233     Vardas233      7.00
Pavarde1907    Vardas1907     7.00
Pavarde3849    Vardas3849     7.00
Pavarde8780    Vardas8780     7.00
Pavarde7896    Vardas7896     7.00
Pavarde9243    Vardas9243     7.00
Pavarde5487    Vardas5487     7.00
Pavarde7080    Vardas7080     7.00
Pavarde8778    Vardas8778     7.00
Pavarde7086    Vardas7086     7.00
Pavarde8776    Vardas8776     7.00
Pavarde4214    Vardas4214     7.00
Pavarde6293    Vardas6293     7.00
Pavarde7150    Vardas7150     7.00
Pavarde3047    Vardas3047     7.00
Pavarde9277    Vardas9277     7.00
Pavarde8744    Vardas8744     7.00
Pavarde9264    Vardas9264     7.00
Pavarde825     Vardas825      7.00
Pavarde3071    Vardas3071     7.00
Pavarde9779    Vardas9779     7.00
Pavarde1910    Vardas1910     7.00
Pavarde7112    Vardas7112     7.00
Pavarde7914    Vardas7914     7.00
Pavarde257     Vardas257      7.00
Pavarde5472    Vardas5472     7.00
Pavarde7120    Vardas7120     7.00
Pavarde454     Vardas454      7.00
Pavarde8791    Vardas8791     7.00
Pavarde4741    Vardas4741     7.00
Pavarde1425    Vardas1425     7.00
Pavarde7043    Vardas7043     7.00
Pavarde5987    Vardas5987     7.00
Pavarde3003    Vardas3003     7.00
Pavarde4446    Vardas4446     7.00
Pavarde8797    Vardas8797     7.00
Pavarde1350    Vardas1350     7.00
Pavarde7197    Vardas7197     7.00
Pavarde1417    Vardas1417     7.00
Pavarde7052    Vardas7052     7.00
Pavarde9232    Vardas9232     7.00
Pavarde3228    Vardas3228     7.00
Pavarde7058    Vardas7058     7.00
Pavarde5740    Vardas5740     7.00
Pavarde4474    Vardas4474     7.00
Pavarde8724    Vardas8724     7.00
Pavarde3901    Vardas3901     7.00
Pavarde9281    Vardas9281     7.00
Pavarde7065    Vardas7065     7.00
Pavarde7931    Vardas7931     7.00
Pavarde5489    Vardas5489     7.00
Pavarde1415    Vardas1415     7.00
Pavarde5986    Vardas5986     7.00
Pavarde5451    Vardas5451     7.00
Pavarde1550    Vardas1550     7.00
Pavarde3998    Vardas3998     7.00
Pavarde5570    Vardas5570     7.00
Pavarde7823    Vardas7823     7.00
Pavarde6445    Vardas6445     7.00
Pavarde4853    Vardas4853     7.00
Pavarde8283    Vardas8283     7.00
Pavarde930     Vardas930      7.00
Pavarde5574    Vardas5574     7.00
Pavarde6195    Vardas6195     7.00
Pavarde739     Vardas739      7.00
Pavarde913     Vardas913      7.00
Pavarde336     Vardas336      7.00
Pavarde3365    Vardas3365     7.00
Pavarde4000    Vardas4000     7.00
Pavarde905     Vardas905      7.00
Pavarde6869    Vardas6869     7.00
Pavarde195     Vardas195      7.00
Pavarde5865    Vardas5865     7.00
Pavarde6875    Vardas6875     7.00
Pavarde1883    Vardas1883     7.00
Pavarde903     Vardas903      7.00
Pavarde2774    Vardas2774     7.00
Pavarde2783    Vardas2783     7.00
Pavarde5785    Vardas5785     7.00
Pavarde5382    Vardas5382     7.00
Pavarde2788    Vardas2788     7.00
Pavarde6437    Vardas6437     7.00
Pavarde3992    Vardas3992     7.00
Pavarde8158    Vardas8158     7.00
Pavarde2795    Vardas2795     7.00
Pavarde9718    Vardas9718     7.00
Pavarde5385    Vardas5385     7.00
Pavarde5555    Vardas5555     7.00
Pavarde5788    Vardas5788     7.00
Pavarde7819    Vardas7819     7.00
Pavarde9720    Vardas9720     7.00
Pavarde9423    Vardas9423     7.00
Pavarde3335    Vardas3335     7.00
Pavarde2802    Vardas2802     7.00
Pavarde207     Vardas207      7.00
Pavarde8927    Vardas8927     7.00
Pavarde5663    Vardas5663     7.00
Pavarde4683    Vardas4683     7.00
Pavarde6211    Vardas6211     7.00
Pavarde2734    Vardas2734     7.00
Pavarde6796    Vardas6796     7.00
Pavarde5402    Vardas5402     7.00
Pavarde6171    Vardas6171     7.00
Pavarde8628    Vardas8628     7.00
Pavarde631     Vardas631      7.00
Pavarde191     Vardas191      7.00
Pavarde754     Vardas754      7.00
Pavarde3377    Vardas3377     7.00
Pavarde722     Vardas722      7.00
Pavarde894     Vardas894      7.00
Pavarde2009    Vardas2009     7.00
Pavarde417     Vardas417      7.00
Pavarde4260    Vardas4260     7.00
Pavarde6795    Vardas6795     7.00
Pavarde8630    Vardas8630     7.00
Pavarde1159    Vardas1159     7.00
Pavarde6894    Vardas6894     7.00
Pavarde3716    Vardas3716     7.00
Pavarde6889    Vardas6889     7.00
Pavarde9731    Vardas9731     7.00
Pavarde5711    Vardas5711     7.00
Pavarde6164    Vardas6164     7.00
Pavarde4675    Vardas4675     7.00
Pavarde4265    Vardas4265     7.00
Pavarde8273    Vardas8273     7.00
Pavarde4870    Vardas4870     7.00
Pavarde2724    Vardas2724     7.00
Pavarde1247    Vardas1247     7.00
Pavarde2750    Vardas2750     7.20
Pavarde8736    Vardas8736     7.20
Pavarde3670    Vardas3670     7.20
Pavarde8021    Vardas8021     7.20
Pavarde7898    Vardas7898     7.20
